timestamp,chan_00,chan_01,chan_02,chan_03,chan_04,chan_05,chan_06,chan_07,chan_08,chan_09,chan_10,chan_11,chan_12,chan_13,chan_14,chan_15,chan_16,chan_17,chan_18,chan_19,chan_20,chan_21,chan_22,chan_23,chan_24,anomaly
2220,-0.2117,-0.52497,-0.58789,-0.45467,-0.42966,-0.3112,0.06874,0.30905,0.53788,0.78948,0.77682,0.71289,0.62243,0.25268,-0.0036,-0.38617,-0.73849,-0.93285,-1.09312,-0.88844,-0.7054,-0.27618,0.09428,0.54228,0.9362,0
2280,-0.42186,-0.45911,-0.57433,-0.58246,-0.44729,-0.2313,0.0233,0.3161,0.50891,0.75246,0.80391,0.87944,0.55576,0.24351,-0.11726,-0.54848,-0.81134,-1.07065,-0.93399,-0.91336,-0.66811,-0.2788,0.20319,0.73945,0.98697,0
2340,-0.49291,-0.59482,-0.56599,-0.42096,-0.33855,-0.07548,0.13982,0.44869,0.67054,0.75319,0.83757,0.62896,0.47998,0.13974,-0.11632,-0.60614,-0.84471,-1.02331,-0.98017,-0.75685,-0.49436,-0.0958,0.28727,0.91234,1.1047,0
2400,-0.46599,-0.58858,-0.56094,-0.44605,-0.32779,-0.04782,0.11747,0.42724,0.63851,0.91568,0.74075,0.52917,0.34081,0.10936,-0.26363,-0.62539,-0.86534,-0.99404,-1.02536,-0.71159,-0.40165,0.06188,0.51293,0.88572,1.15858,0
2460,-0.50021,-0.47875,-0.55361,-0.40846,-0.29595,-0.04663,0.33287,0.47462,0.66956,0.83745,0.90164,0.58951,0.30996,-0.10428,-0.35415,-0.6758,-1.03609,-0.96796,-0.92612,-0.64138,-0.24734,0.19312,0.51573,0.91157,1.13454,0
2520,-0.42964,-0.58105,-0.49705,-0.36666,-0.19804,0.01685,0.25028,0.46775,0.68418,0.6673,0.72893,0.40636,0.24148,-0.21864,-0.45108,-0.80207,-0.92099,-0.99314,-0.73294,-0.59765,-0.23638,0.27741,0.6966,0.94617,1.24253,0
2580,-0.47704,-0.50758,-0.4033,-0.34074,-0.13591,0.09663,0.47838,0.52003,0.63312,0.79804,0.67641,0.42681,0.09557,-0.22278,-0.60614,-0.83839,-1.07212,-0.95184,-0.82797,-0.42676,-0.03939,0.39989,0.78714,1.13192,1.14008,0
2640,-0.52918,-0.53603,-0.48683,-0.32682,-0.0931,0.20302,0.43931,0.6281,0.82307,0.7633,0.56133,0.34786,0.03997,-0.34295,-0.66477,-0.88699,-1.11329,-0.8739,-0.68198,-0.4148,0.084,0.50638,0.90089,1.07232,1.3233,0
2700,-0.47839,-0.50762,-0.38971,-0.22976,0.06525,0.29703,0.44073,0.70038,0.70884,0.70839,0.47704,0.25152,-0.0175,-0.36866,-0.76452,-0.94595,-0.98599,-0.84515,-0.61598,-0.27049,0.1941,0.70243,0.95011,1.07558,1.19512,0
2760,-0.47275,-0.48776,-0.33493,-0.19054,0.07543,0.26154,0.51991,0.65956,0.77008,0.64843,0.4033,0.15164,-0.15935,-0.51732,-0.72147,-0.99389,-0.91566,-0.83364,-0.49355,-0.1291,0.26646,0.73706,0.98869,1.16388,1.12849,0
2820,-0.44699,-0.40157,-0.31451,-0.08294,0.20341,0.32733,0.60141,0.78932,0.77643,0.63727,0.35339,0.07902,-0.24409,-0.61721,-0.74914,-0.9661,-0.91434,-0.7365,-0.4484,-0.0168,0.43117,0.84389,1.17078,1.24591,1.09211,0
2880,-0.51574,-0.46686,-0.28312,0.01954,0.16028,0.48392,0.61509,0.7526,0.68133,0.49914,0.33102,-0.06196,-0.40185,-0.67864,-0.88337,-0.89983,-0.86538,-0.63427,-0.33542,0.04775,0.5585,0.87803,1.10141,1.14435,1.04935,0
2940,-0.37819,-0.38525,-0.08716,0.05627,0.23953,0.47346,0.59829,0.67173,0.7101,0.47785,0.26707,-0.17661,-0.39634,-0.70305,-0.89663,-0.95249,-0.88309,-0.74723,-0.31007,0.16531,0.5155,1.01323,1.06991,1.22373,1.00387,0
3000,-0.4478,-0.34225,-0.09848,0.04361,0.30794,0.52855,0.76156,0.76452,0.6031,0.4397,0.16684,-0.23159,-0.58898,-0.78124,-0.84043,-0.93646,-0.80818,-0.5163,-0.15555,0.21806,0.65677,0.97865,1.1771,1.10186,0.81809,0
3060,-0.38563,-0.2852,-0.10808,0.09796,0.42161,0.57115,0.71923,0.6672,0.57557,0.32587,0.09619,-0.25789,-0.58943,-0.71504,-0.98083,-0.89699,-0.72466,-0.47804,-0.08042,0.30427,0.71944,0.9968,1.17787,1.12045,0.82228,0
3120,-0.43711,-0.22736,-0.03584,0.15661,0.48818,0.66392,0.66693,0.65761,0.43259,0.28885,0.02026,-0.25339,-0.64795,-0.80896,-0.93749,-0.88378,-0.70541,-0.39837,0.11336,0.5036,0.78895,1.05632,1.16775,1.06075,0.81519,0
3180,-0.28038,-0.15484,-0.04304,0.35004,0.4582,0.56176,0.69169,0.63915,0.49139,0.25499,-0.19399,-0.42417,-0.59489,-0.80347,-0.86674,-0.90254,-0.51949,-0.23859,0.15155,0.61907,0.90028,1.12383,1.14077,1.01659,0.71012,0
3240,-0.24772,-0.11147,0.10677,0.36832,0.48397,0.6783,0.59271,0.51781,0.4126,0.13833,-0.18791,-0.48296,-0.70952,-0.81747,-0.91438,-0.82755,-0.43958,-0.11041,0.3213,0.68503,1.04571,1.11327,1.08939,0.92695,0.48372,0
3300,-0.29419,-0.11357,0.14467,0.32865,0.5924,0.64756,0.61941,0.52663,0.30203,-0.00285,-0.34216,-0.46137,-0.86406,-0.91345,-0.86984,-0.68645,-0.37731,-0.01751,0.36185,0.79403,1.02172,1.08273,1.09188,0.82503,0.40358,0
3360,-0.22289,-0.00888,0.18156,0.38816,0.60991,0.59121,0.54994,0.43328,0.13208,-0.06186,-0.33614,-0.56527,-0.75378,-0.87502,-0.82553,-0.587,-0.20712,0.13156,0.46808,0.81821,1.10615,1.1435,0.95062,0.78439,0.31078,0
3420,-0.14437,0.03352,0.23919,0.42378,0.61135,0.59467,0.54824,0.46456,0.23101,-0.12297,-0.38455,-0.60157,-0.89808,-0.81052,-0.77501,-0.51368,-0.23935,0.22752,0.62103,0.90093,1.07817,1.12215,0.91635,0.64768,0.09399,0
3480,-0.07745,0.0493,0.33061,0.47745,0.50099,0.59426,0.51824,0.31507,0.04331,-0.11995,-0.45719,-0.7694,-0.82029,-0.85581,-0.74595,-0.35398,-0.07175,0.28214,0.62753,0.98289,1.12393,1.03757,0.8218,0.51282,0.03773,0
3540,-0.09804,0.16913,0.33996,0.53144,0.64924,0.65247,0.4933,0.34362,0.04537,-0.26951,-0.52385,-0.70326,-0.83845,-0.83849,-0.63998,-0.4364,0.02704,0.47163,0.69217,0.83148,1.10738,1.04744,0.80065,0.39886,-0.12513,0
3600,-0.16724,0.35016,0.372,0.51109,0.55136,0.55166,0.44652,0.2288,-0.01535,-0.36025,-0.68056,-0.76809,-0.81463,-0.7629,-0.4376,-0.25584,0.07874,0.45178,0.82719,0.98524,1.06367,0.99191,0.6757,0.27901,-0.22494,0
3660,0.04049,0.20045,0.39684,0.59652,0.59139,0.5478,0.39636,0.18453,-0.17915,-0.39819,-0.59174,-0.74434,-0.90728,-0.75947,-0.50007,-0.19476,0.11469,0.58629,0.91659,1.00542,1.05569,0.92709,0.60922,0.12828,-0.27986,0
3720,0.08436,0.33246,0.48978,0.62089,0.59158,0.47308,0.29621,0.15314,-0.1562,-0.53211,-0.73688,-0.79236,-0.76076,-0.64535,-0.44594,-0.05712,0.30742,0.68421,0.92338,1.15034,4.28777,0.81943,0.50232,-0.04412,-0.48818,1
3780,0.14246,0.38263,0.52062,0.54129,0.51066,0.50051,0.31018,0.0629,-0.31383,-0.52734,-0.67581,-0.75196,-0.85427,-0.48408,-0.36029,0.07107,0.41343,0.68596,1.00975,1.09108,1.0248,0.77513,0.36475,-0.09375,-0.47941,0
3840,0.16975,0.49199,0.50063,0.63456,0.45144,0.42407,0.18374,0.03473,-0.20011,-0.69269,-0.74451,-0.84702,-0.75167,-0.592,-0.20598,0.13237,0.56628,0.85182,1.02362,0.97679,0.87379,0.62435,0.2009,-0.20572,-0.68169,0
3900,0.24567,0.47034,0.53049,0.59182,0.5886,0.3969,0.12026,-0.09714,-0.44812,-0.60452,-0.87464,-0.84034,-0.75342,-0.52049,-0.13062,0.24251,0.48276,0.97641,0.98659,1.01439,0.90434,0.59639,0.1055,-0.342,-0.70813,0
3960,0.31303,0.42572,0.55088,0.59203,0.47367,0.35895,0.05856,-0.25495,-0.42604,-0.64465,-0.85324,-0.84856,-0.6516,-0.45521,-0.04635,0.31236,0.66595,0.9081,1.06068,0.95879,0.80784,0.51793,-0.06434,-0.51365,-0.9271,0
4020,0.2598,0.36913,0.52795,0.53471,0.50271,0.27638,-0.07317,-0.283,-0.51888,-0.76358,-0.78362,-0.79117,-0.65601,-0.33949,0.06545,0.46333,0.69113,0.98364,1.05361,1.00612,0.65849,0.28861,-0.07862,-0.64482,-0.97848,0
4080,0.31343,0.55792,0.55807,0.43723,0.4888,0.13473,-0.04982,-0.4099,-0.59941,-0.69024,-0.84956,-0.70511,-0.5543,-0.34121,0.1541,0.49262,0.84115,1.11898,0.97145,0.90316,0.53184,0.18886,-0.2991,-0.74821,-1.02695,0
4140,0.39721,0.4757,0.49573,0.46831,0.38935,0.09806,-0.18415,-0.33023,-0.61417,-0.74725,-0.75942,-0.67624,-0.37781,-0.15838,0.2353,0.54724,0.87328,0.96864,0.9602,0.81113,0.57377,0.14497,-0.36128,-0.7665,-1.0673,0
4200,0.41295,0.56215,0.56511,0.38563,0.30723,0.1452,-0.10636,-0.4314,-0.66542,-0.82744,-0.84007,-0.68749,-0.35216,-0.03049,0.28643,0.65338,0.91706,1.01851,0.88845,0.7598,0.48694,-0.01721,-0.4867,-0.82622,-1.17135,0
4260,0.46922,0.52442,0.56522,0.34352,0.26792,0.06986,-0.24253,-0.54413,-0.65151,-0.75958,-0.81567,-0.6234,-0.30774,0.10849,0.37715,0.67805,0.95623,0.98795,0.87381,0.6658,0.31262,-0.18506,-0.59211,-1.02366,-1.18561,0
4320,0.46727,0.50714,0.56712,0.39727,0.23866,-0.10743,-0.37398,-0.60279,-0.69637,-0.78018,-0.67135,-0.43008,-0.19971,0.15898,0.49684,0.74501,0.99732,0.98457,0.90125,0.51907,0.15179,-0.26308,-0.63807,-1.01494,-1.13429,0
4380,0.52997,0.5846,0.55776,0.27487,0.12066,-0.21766,-0.47146,-0.69585,-0.75536,-0.72014,-0.58237,-0.42882,-0.24848,0.28624,0.52265,0.89252,1.04763,0.91883,0.82046,0.3898,0.07534,-0.4485,-0.85175,-1.12939,-1.27978,0
4440,0.48748,0.52823,0.41789,0.32139,-0.04825,-0.18887,-0.39143,-0.59023,-0.65485,-0.79286,-0.55635,-0.3482,-0.07139,0.37621,0.61668,0.90441,0.98904,0.86991,0.74814,0.30594,-0.0724,-0.48639,-0.85499,-1.12609,-1.21308,0
4500,0.54706,0.51141,0.37101,0.15439,0.08037,-0.23132,-0.44513,-0.67389,-0.74601,-0.65986,-0.4757,-0.20124,0.05854,0.28926,0.63928,0.9869,0.86752,0.91355,0.618,0.28308,-0.06075,-0.60955,-0.87433,-1.08649,-1.08583,0
4560,0.60386,0.56057,0.44557,0.19782,-0.15514,-0.27555,-0.5542,-0.70031,-0.78172,-0.67732,-0.43192,-0.19928,0.1715,0.53534,0.8648,0.93615,0.94331,0.78418,0.48457,0.25566,-0.31382,-0.68343,-0.98801,-1.22661,-1.20277,0
4620,0.5151,0.40763,0.3498,0.10954,-0.22774,-0.40818,-0.58149,-0.73092,-0.67712,-0.60607,-0.32893,-0.11815,0.17567,0.53109,0.83399,0.91399,1.03216,0.65292,0.39605,0.04077,-0.39286,-0.71177,-1.12974,-1.23425,-1.0967,0
4680,0.54269,0.44446,0.26026,0.00297,-0.24711,-0.51618,-0.63064,-0.74513,-0.66622,-0.52634,-0.25338,0.0035,0.37197,0.65701,0.83628,0.93278,0.89435,0.63662,0.37372,-0.11306,-0.49781,-0.8579,-1.05974,-1.1372,-1.05075,0
4740,0.36509,0.34113,0.23916,-0.01288,-0.27983,-0.49621,-0.56382,-0.66798,-0.72089,-0.53123,-0.22441,0.12172,0.45265,0.6773,0.91706,0.9226,0.87298,0.67566,0.24062,-0.2594,-0.52262,-0.96834,-1.14989,-1.21581,-1.008,0
4800,0.47696,0.24886,0.15225,-0.10675,-0.28148,-0.48828,-0.70152,-0.67219,-0.69385,-0.42442,-0.19395,0.18658,0.53497,0.85005,0.93661,0.92218,0.77678,0.44838,0.11344,-0.29284,-0.72384,-0.97904,-1.11996,-1.17126,-0.94998,0
4860,0.44705,0.25784,0.08437,-0.20797,-0.39248,-0.64713,-0.75442,-0.66122,-0.5887,-0.33636,-0.09771,0.24869,0.68138,0.70197,0.97735,0.87781,0.73073,0.4004,0.03322,-0.4056,-0.74199,-1.04126,-1.17277,-1.10815,-0.82641,0
4920,0.40013,0.29085,0.04756,-0.10804,-0.47269,-0.60131,-0.68747,-0.70672,-0.53043,-0.20556,0.02491,0.29887,0.62001,0.75865,0.91778,0.74808,0.69696,0.3667,0.01884,-0.5299,-0.85282,-1.11009,-1.17928,-1.09388,-0.67992,0
4980,0.38819,0.15925,-0.03417,-0.18838,-0.50165,-0.53099,-0.54155,-0.54932,-0.46968,-0.21908,0.05974,0.44355,0.61666,0.87402,0.90297,0.78775,0.60696,0.15726,-0.2573,-0.46972,-0.81118,-1.12766,-1.10222,-0.99092,-0.58332,0
5040,0.24927,0.10495,0.01689,-0.33546,-0.54918,-0.70775,-0.68589,-0.54378,-0.31125,-0.0963,0.1858,0.54624,0.81027,0.93074,0.7855,0.73128,0.54106,0.02351,-0.33548,-0.70745,-1.03044,-1.18732,-1.04725,-0.87721,-0.60805,0
5100,0.24869,0.01929,-0.12311,-0.3484,-0.48522,-0.61577,-0.69928,-0.5846,-0.28836,-0.05879,0.20466,0.49117,0.74529,0.90042,0.81387,0.67009,0.41383,0.06791,-0.4612,-0.70365,-1.0331,-1.09362,-1.02268,-0.79214,-0.48027,0
5160,0.26328,-0.02637,-0.17806,-0.31498,-0.50844,-0.72955,-0.59475,-0.47227,-0.24821,-0.02747,0.36722,0.59452,0.81142,0.94164,0.8547,0.54166,0.24143,-0.09359,-0.50267,-0.91125,-1.01451,-1.13096,-1.06576,-0.6769,-0.29603,0
5220,0.14246,-0.07343,-0.26618,-0.41767,-0.5766,-0.6217,-0.59864,-0.39128,-0.17755,0.06435,0.48925,0.64492,0.76881,0.87847,0.74679,0.54139,0.24228,-0.20115,-0.5629,-0.94291,-1.04958,-1.14079,-1.02046,-0.57141,-0.20809,0
5280,0.04936,-0.16182,-0.35838,-0.52444,-0.60584,-0.66955,-0.52737,-0.37845,-0.18181,0.27521,0.46594,0.70092,0.88966,0.86644,0.66998,0.47968,0.07682,-0.2741,-0.67638,-0.95586,-1.1094,-1.08367,-0.97774,-0.47821,0.04479,0
5340,0.14027,-0.11339,-0.33786,-0.59633,-0.59099,-0.5835,-0.5097,-0.27754,-0.07734,0.28929,0.4834,0.78007,0.80613,0.79501,0.74166,0.31267,-0.02377,-0.39781,-0.67852,-1.01722,-1.07346,-1.08378,-0.75247,-0.39737,0.08676,0
5400,0.07391,-0.25528,-0.44357,-0.5941,-0.67674,-0.54713,-0.46861,-0.23106,0.02053,0.36958,0.62601,0.78857,0.79282,0.77278,0.5481,0.22623,-0.07457,-0.53185,-0.89461,-0.93388,-0.94681,-1.0073,-0.67398,-0.24664,0.20254,0
5460,-0.05802,-0.3022,-0.48864,-0.49622,-0.66031,-0.56565,-0.33897,-0.12056,0.10236,0.41654,0.73246,0.83399,0.88952,0.74486,0.57235,0.22555,-0.14104,-0.62311,-0.95006,-1.06446,-1.09128,-0.85303,-0.66331,-0.12141,0.31507,0
5520,-0.12733,-0.36817,-0.42418,-0.54179,-0.63905,-0.52616,-0.343,-0.0847,0.23525,0.45132,0.61551,0.74635,0.78047,0.63596,0.40876,0.07802,-0.29084,-0.69842,-0.98985,-1.02657,-1.04045,-0.86079,-0.43591,0.01683,0.48843,0
5580,-0.11951,-0.28101,-0.4676,-0.69545,-0.64681,-0.5186,-0.29616,0.01457,0.30523,0.56985,0.76868,0.86847,0.73777,0.5817,0.28073,-0.00257,-0.51847,-0.77207,-0.95256,-1.08107,-0.96497,-0.70132,-0.31757,0.19487,0.50023,0
5640,-0.27166,-0.41989,-0.5225,-0.6372,-0.51601,-0.45927,-0.25773,-0.02376,0.34402,0.56375,0.77624,0.74358,0.71642,0.55107,0.25301,-0.12202,-0.45947,-0.80067,-1.07476,-1.04723,-0.987,-0.70859,-0.24158,0.22251,0.7451,0
5700,-0.33116,-0.44477,-0.53959,-0.63698,-0.51732,-0.32502,-0.15347,0.05598,0.40836,0.74226,0.82403,0.81941,0.71812,0.4562,0.16276,-0.24491,-0.57256,-0.903,-1.03712,-1.10755,-0.81837,-0.59552,-0.17943,0.38051,0.80475,0
5760,-0.38334,-0.50967,-0.5806,-0.59546,-0.50809,-0.27793,-0.08234,0.09007,0.41472,0.57464,0.78747,0.79967,0.6241,0.39105,-0.00104,-0.28387,-0.64984,-0.96321,-1.1042,-0.977,-0.76555,-0.45286,0.03801,0.49498,0.83662,0
